Id,Name,registryKeyPath,registrySubPath
access16;L_TrustedLoc15;L_datecolon60,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location15,date
access16;L_TrustedLoc15;L_descriptioncolon61,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location15,description
access16;L_TrustedLoc15;L_pathcolon59,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location15,path
access16;L_TrustedLoc15,Trusted Location #15,NA,NA
access16;L_TrustedLoc16;L_allowsubfolders66,Allow sub folders:,software\policies\microsoft\office\16.0\access\security\trusted locations\location16,allowsubfolders
access16;L_TrustedLoc16;L_datecolon64,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location16,date
access16;L_TrustedLoc16;L_descriptioncolon65,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location16,description
access16;L_TrustedLoc16;L_pathcolon63,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location16,path
access16;L_TrustedLoc16,Trusted Location #16,NA,NA
access16;L_TrustedLoc17;L_allowsubfolders70,Allow sub folders:,software\policies\microsoft\office\16.0\access\security\trusted locations\location17,allowsubfolders
access16;L_TrustedLoc17;L_datecolon68,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location17,date
access16;L_TrustedLoc17;L_descriptioncolon69,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location17,description
access16;L_TrustedLoc17;L_pathcolon67,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location17,path
access16;L_TrustedLoc17,Trusted Location #17,NA,NA
access16;L_TrustedLoc18;L_allowsubfolders74,Allow sub folders:,software\policies\microsoft\office\16.0\access\security\trusted locations\location18,allowsubfolders
access16;L_TrustedLoc18;L_datecolon72,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location18,date
access16;L_TrustedLoc18;L_descriptioncolon73,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location18,description
access16;L_TrustedLoc18;L_pathcolon71,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location18,path
access16;L_TrustedLoc18,Trusted Location #18,NA,NA
access16;L_TrustedLoc19;L_allowsubfolders78,Allow sub folders:,software\policies\microsoft\office\16.0\access\security\trusted locations\location19,allowsubfolders
access16;L_TrustedLoc19;L_datecolon76,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location19,date
access16;L_TrustedLoc19;L_descriptioncolon77,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location19,description
access16;L_TrustedLoc19;L_pathcolon75,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location19,path
access16;L_TrustedLoc19,Trusted Location #19,NA,NA
access16;L_TrustedLoc20;L_allowsubfolders82,Allow sub folders:,software\policies\microsoft\office\16.0\access\security\trusted locations\location20,allowsubfolders
access16;L_TrustedLoc20;L_datecolon80,Date:,software\policies\microsoft\office\16.0\access\security\trusted locations\location20,date
access16;L_TrustedLoc20;L_descriptioncolon81,Description:,software\policies\microsoft\office\16.0\access\security\trusted locations\location20,description
access16;L_TrustedLoc20;L_pathcolon79,Path:,software\policies\microsoft\office\16.0\access\security\trusted locations\location20,path
access16;L_TrustedLoc20,Trusted Location #20,NA,NA
access16;L_TurnOffTrustedDocuments,Turn off trusted documents,software\policies\microsoft\office\16.0\access\security\trusted documents,disabletrusteddocuments
access16;L_TurnOffTrustedDocumentsOnTheNetwork,Turn off Trusted Documents on the network,software\policies\microsoft\office\16.0\access\security\trusted documents,disablenetworktrusteddocuments
access16;L_Underlinehyperlinks,Underline hyperlinks,software\policies\microsoft\office\16.0\access\internet,donotunderlinehyperlinks
access16;L_VBAWarningsPolicy;L_Empty,VBA Macro Notification Settings,software\policies\microsoft\office\16.0\access\security,vbawarnings
access16;L_VBAWarningsPolicy;L_VBADigSigTrustedPublishersStr,Require macros to be signed by a trusted publisher,software\policies\microsoft\office\16.0\access\security,vbadigsigtrustedpublishers
access16;L_VBAWarningsPolicy;L_VBAOnlyAllowDigSigWithCodeSigningEKUStr,Require Extended Key Usage (EKU) for certificates from trusted publishers,software\policies\microsoft\office\16.0\access\security,vbarequiredigsigwithcodesigningeku
access16;L_VBAWarningsPolicy;L_VBAOnlyAllowLMTrustedPublisherStr,Block certificates from trusted publishers that are only installed in the current user certificate store,software\policies\microsoft\office\16.0\access\security,vbarequirelmtrustedpublisher
access16;L_VBAWarningsPolicy,VBA Macro Notification Settings,NA,NA
cortana;C_AllowBingAnswersInCortana,Allow Bing Answers to respond to questions users ask Cortana,software\policies\microsoft\office\16.0\common,allowbinganswersincortana
excel16;L_Alertbeforeoverwritingcells,Alert before overwriting cells,software\policies\microsoft\office\16.0\excel\options\binaryoptions,fnodragwarning_76_1
excel16;L_AllowQuickAnalysis,Show Quick Analysis options on selection,software\policies\microsoft\office\16.0\common\toolbars\excel,allowquickanalysis
excel16;L_AllowSelectionFloaties,Show Mini Toolbar on selection,software\policies\microsoft\office\16.0\common\toolbars\excel,allowselectionfloaties
excel16;L_AllowTrustedLocationsOnTheNetwork,Allow Trusted Locations on the network,software\policies\microsoft\office\16.0\excel\security\trusted locations,allownetworklocations
excel16;L_Alternatestartupfilelocation,Alternate startup file location,NA,NA
excel16;L_Alternatestartupfilelocation;L_alternatestartupfilelocation86,Alternate startup file location,software\policies\microsoft\office\16.0\excel\options,altstartup
excel16;L_Asktoupdateautomaticlinks,Ask to update automatic links,software\policies\microsoft\office\16.0\excel\options\binaryoptions,fupdateext_78_1
excel16;L_AutomaticallyFlashFill,Automatically Flash Fill,software\policies\microsoft\office\16.0\excel\options,flashfill
excel16;L_Automaticallyinsertadecimalpoint,Automatically insert a decimal point,software\policies\microsoft\office\16.0\excel\options,autodec
excel16;L_AutoRecoverdelay,AutoRecover delay,NA,NA
excel16;L_AutoRecoverdelay;L_SecondsofidletimebeforeAutoRecoverstarts,Seconds of idle time before AutoRecover starts,software\policies\microsoft\office\16.0\excel\options,autorecoverdelay
excel16;L_AutoRecoversavelocation,AutoRecover save location,NA,NA
excel16;L_AutoRecoversavelocation;L_autorecoversavelocation2,AutoRecover save location,software\policies\microsoft\office\16.0\excel\options,autorecoverpath
excel16;L_AutoRecovertime,AutoRecover time,NA,NA
excel16;L_AutoRecovertime;L_SaveAutoRecoverinfoevery,Save AutoRecover info every (minutes):,software\policies\microsoft\office\16.0\excel\options,autorecovertime
excel16;L_BackgroundAccessibilityCheckerInformation,Check for accessibility issues while editing,software\policies\microsoft\office\16.0\excel\options,enableaccchecker
excel16;L_BlockAllUnmanagedAddins,Block all unmanaged add-ins,software\policies\microsoft\office\16.0\excel\resiliency,restricttolist
excel16;L_BlockMacroExecutionFromInternet,Block macros from running in Office files from the internet,software\policies\microsoft\office\16.0\excel\security,blockcontentexecutionfrominternet
excel16;L_BlockXLLFromInternet,Block Excel XLL Add-ins that come from an untrusted source,NA,NA
excel16;L_BlockXLLFromInternet;L_BlockXLLFromInternetEnum,Block Excel XLL Add-ins that come from an untrusted source,software\policies\microsoft\office\16.0\excel\security,blockxllfrominternet
excel16;L_ChartRefTrackingEnabled,Allow formatting and labels to track data points,software\policies\microsoft\office\16.0\excel\options,charttrackingrefbased
excel16;L_Comments,Comments,,
excel16;L_Comments;L_comments85,Comments,software\policies\microsoft\office\16.0\excel\options\binaryoptions,vmdnotedisp_38_2
excel16;L_ConfigureCNGCipherChainingMode,Configure CNG cipher chaining mode,NA,NA
excel16;L_ConfigureCNGCipherChainingMode;L_ConfigureCNGCipherChainingModeDropID,Configure CNG cipher chaining mode,software\policies\microsoft\office\16.0\excel\security\crypto,cipherchaining
excel16;L_Cursormovement,Cursor movement,NA,NA
excel16;L_Cursormovement;L_cursormovement82,Cursor movement,software\policies\microsoft\office\16.0\excel\options,cursorvisual
excel16;L_CutAndCopyObjectsWithCells,Cut and copy objects with cells,software\policies\microsoft\office\16.0\excel\options\binaryoptions,fobjwcellmove_71_1
excel16;L_DBaseIIIANDIVFiles,dBase III / IV files,NA,NA
excel16;L_DBaseIIIANDIVFiles;L_DBaseIIIANDIVFilesDropID,File block setting:,software\policies\microsoft\office\16.0\excel\security\fileblock,dbasefiles
excel16;L_DefaultCustomTab,Show custom templates tab by default in Excel on the Office Start screen and in File | New,software\policies\microsoft\office\16.0\excel\options,officestartdefaulttab
excel16;L_Defaultdirection,Default sheet direction,NA,NA
excel16;L_Defaultdirection;L_defaultdirection81,Default sheet direction,software\policies\microsoft\office\16.0\excel\options,defaultsheetr2l
excel16;L_Defaultfilelocation,Default file location,NA,NA
excel16;L_Defaultfilelocation;L_defaultfilelocation0,Default file location,software\policies\microsoft\office\16.0\excel\options,defaultpath
excel16;L_DefaultSheets,Default Sheets,NA,NA
excel16;L_DefaultSheets;L_Sheetsinnewworkbook,Sheets in new workbook,software\policies\microsoft\office\16.0\excel\options,defsheets
excel16;L_DeterminewhethertoforceencryptedExcel,Scan encrypted macros in Excel Open XML workbooks,NA,NA
excel16;L_DeterminewhethertoforceencryptedExcel;L_DeterminewhethertoforceencryptedExcelDropID,Scan encrypted macros in Excel Open XML workbooks,software\policies\microsoft\office\16.0\excel\security,excelbypassencryptedmacroscan
excel16;L_DifAndSylkFiles,Dif and Sylk files,NA,NA
excel16;L_DifAndSylkFiles;L_DifAndSylkFilesDropID,File block setting:,software\policies\microsoft\office\16.0\excel\security\fileblock,difandsylkfiles
excel16;L_Disableallapplicationextensions,Disable all application add-ins,software\policies\microsoft\office\16.0\excel\security,disablealladdins
excel16;L_DisableAutoRepublish,Disable AutoRepublish,software\policies\microsoft\office\16.0\excel\options,disableautorepublish
excel16;L_disablecommandbarbuttonsandmenuitems165,Disable commands,NA,NA
excel16;L_disablecommandbarbuttonsandmenuitems165;L_EnteracommandbarIDtodisable,Enter a command bar ID to disable,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemslist,
excel16;L_Disablecommandbarbuttonsandmenuitems;L_DeveloperCodeMacros,Developer tab | Code | Macros,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsmacromacros
excel16;L_Disablecommandbarbuttonsandmenuitems;L_DeveloperCodemacroSecurity,Developer tab | Code | Macro Security,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsmacrosecurity
excel16;L_Disablecommandbarbuttonsandmenuitems;L_DeveloperCodeRecordMacro,Developer tab | Code | Record Macro,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsmacrorecord
excel16;L_Disablecommandbarbuttonsandmenuitems;L_DeveloperCodeVisualbasic,Developer tab | Code | Visual Basic,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsmacrovbe
excel16;L_Disablecommandbarbuttonsandmenuitems,Disable predefined commands,,
excel16;L_Disablecommandbarbuttonsandmenuitems;L_InsertLinksHyperlink,Insert tab | Links | Hyperlink,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,inserthyperlink
excel16;L_Disablecommandbarbuttonsandmenuitems;L_OfficeButtonExcelOptionsCustomizationMailRecipient,File tab | Share | Email,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,sendtomailrecipient
excel16;L_Disablecommandbarbuttonsandmenuitems;L_OfficeButtonExcelOptionsCustomizeDocumentLocation,File tab | Options | Customize Ribbon | All Commands | Document Location,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,webaddress
excel16;L_Disablecommandbarbuttonsandmenuitems;L_OfficeButtonxcelOptionsCustomizationCombinedPreviewWebPagePreview,File tab | Options | Customize Ribbon | All Commands | Web Page Preview,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,filewebpagepreview
excel16;L_Disablecommandbarbuttonsandmenuitems;L_ReviewChangesProtectSharing,Review tab | Changes | Protect and Share Workbook,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsprotectshare
excel16;L_Disablecommandbarbuttonsandmenuitems;L_ReviewChangesProtectSheet,Review tab | Changes | Protect Sheet,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,toolsprotectsheet
excel16;L_Disablecommandbarbuttonsandmenuitems;L_ReviewChangesProtectWorkbook,Review tab | Changes | Protect Workbook,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,flyoutanchorprotectworkbookmenu
excel16;L_Disablecommandbarbuttonsandmenuitems;L_ViewMacrosMacros,View tab | Macros | Macros,software\policies\microsoft\office\16.0\excel\disabledcmdbaritemscheckboxes,flyoutanchormacros
excel16;L_DisableDDEServerLaunch,Don’t allow Dynamic Data Exchange (DDE) server launch in Excel,software\policies\microsoft\office\16.0\excel\security\external content,disableddeserverlaunch
excel16;L_DisableDDEServerLookup,Don’t allow Dynamic Data Exchange (DDE) server lookup in Excel,software\policies\microsoft\office\16.0\excel\security\external content,disableddeserverlookup
excel16;L_DisableFromPowerBIDatasetOrganizationName,Disable displaying organization name in the buttons to create PivotTables from Power BI datasets,software\policies\microsoft\office\16.0\excel\power bi,disablefrompowerbidatasetorganizationname
excel16;L_DisableLivePreview,Enable Live Preview,software\policies\microsoft\office\16.0\excel\options,livepreview
excel16;L_DisableOfficeStartExcel,Disable the Office Start screen for Excel,software\policies\microsoft\office\16.0\excel\options,disableboottoofficestart
excel16;L_disableshortcutkeys166,Disable shortcut keys,NA,NA
